pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
1830186,1528088522.028583,e,tcp,192.168.100.148,51838,192.168.100.7,80,8,1971,RST,1528088529.484402,91,7.455819,0.018579,0.017849,,,0.037159,0.000731,0.036428,,,,,5,3,641,1330,0.938864,0.536494,0.268247,1,DoS,HTTP
1830187,1528088522.029601,e,tcp,192.168.100.148,51840,192.168.100.7,80,8,2249,RST,1528088529.484421,92,7.45482,0.016777,0.016498,,,0.033554,0.000279,0.033275,,,,,5,3,919,1330,0.93899,0.536566,0.268283,1,DoS,HTTP
1830188,1528088522.029928,e,tcp,192.168.100.148,51842,192.168.100.7,80,8,1983,RST,1528088529.484439,93,7.454511,0.018388,0.018206,,,0.036775,0.000181,0.036594,,,,,5,3,653,1330,0.939029,0.536588,0.268294,1,DoS,HTTP
1830189,1528088522.030224,e,tcp,192.168.100.148,51844,192.168.100.7,80,8,2084,RST,1528088529.484456,94,7.454232,0.015538,0.015372,,,0.031076,0.000166,0.03091,,,,,5,3,754,1330,0.939064,0.536608,0.268304,1,DoS,HTTP
1830190,1528088522.030608,e,tcp,192.168.100.148,51846,192.168.100.7,80,8,2153,RST,1528088529.484473,95,7.453865,0.017852,0.01712,,,0.035704,0.000732,0.034972,,,,,5,3,823,1330,0.93911,0.536634,0.268317,1,DoS,HTTP
1830191,1528088522.031276,e,tcp,192.168.100.148,51848,192.168.100.7,80,8,2284,RST,1528088529.48449,96,7.453214,0.016114,0.015912,,,0.032228,0.000202,0.032026,,,,,5,3,954,1330,0.939192,0.536681,0.268341,1,DoS,HTTP
1830192,1528088522.031642,e,tcp,192.168.100.148,51850,192.168.100.7,80,8,2050,RST,1528088529.484508,97,7.452866,0.018334,0.01741,,,0.036667,0.000924,0.035743,,,,,5,3,720,1330,0.939236,0.536706,0.268353,1,DoS,HTTP
1830193,1528088522.032671,e,tcp,192.168.100.148,51852,192.168.100.7,80,8,1971,RST,1528088529.484524,98,7.451853,0.017675,0.017208,,,0.035349,0.000466,0.034883,,,,,5,3,641,1330,0.939364,0.536779,0.26839,1,DoS,HTTP
1830194,1528088522.033127,e,tcp,192.168.100.148,51854,192.168.100.7,80,8,2230,RST,1528088529.48454,99,7.451413,0.017079,0.016732,,,0.034158,0.000347,0.033811,,,,,5,3,900,1330,0.939419,0.536811,0.268405,1,DoS,HTTP
1830195,1528088522.033416,e,tcp,192.168.100.148,51856,192.168.100.7,80,8,1947,RST,1528088529.484557,100,7.451141,0.017556,0.017106,,,0.035113,0.00045,0.034663,,,,,5,3,617,1330,0.939453,0.536831,0.268415,1,DoS,HTTP
1830196,1528088522.0338,e,tcp,192.168.100.148,51858,192.168.100.7,80,8,2105,RST,1528088529.484574,101,7.450774,0.016294,0.016085,,,0.032589,0.000209,0.03238,,,,,5,3,775,1330,0.9395,0.536857,0.268428,1,DoS,HTTP
1830197,1528088522.034216,e,tcp,192.168.100.148,51860,192.168.100.7,80,8,2111,RST,1528088529.484664,102,7.450448,0.016744,0.016389,,,0.033488,0.000355,0.033133,,,,,5,3,781,1330,0.939541,0.53688,0.26844,1,DoS,HTTP
1830198,1528088522.034508,e,tcp,192.168.100.148,51862,192.168.100.7,80,8,2085,RST,1528088529.48466,103,7.450152,0.017523,0.016945,,,0.035046,0.000578,0.034468,,,,,5,3,755,1330,0.939578,0.536902,0.268451,1,DoS,HTTP
1830199,1528088522.035009,e,tcp,192.168.100.148,51864,192.168.100.7,80,8,2267,RST,1528088529.484662,104,7.449653,0.016397,0.015931,,,0.032794,0.000466,0.032328,,,,,5,3,937,1330,0.939641,0.536938,0.268469,1,DoS,HTTP
1830200,1528088522.035382,e,tcp,192.168.100.148,51866,192.168.100.7,80,8,2017,RST,1528088529.484665,105,7.449283,0.017268,0.016802,,,0.034537,0.000466,0.034071,,,,,5,3,687,1330,0.939688,0.536964,0.268482,1,DoS,HTTP
1830201,1528088522.03579,e,tcp,192.168.100.148,51868,192.168.100.7,80,8,2068,RST,1528088529.484662,106,7.448872,0.016687,0.016175,,,0.033373,0.000511,0.032862,,,,,5,3,738,1330,0.93974,0.536994,0.268497,1,DoS,HTTP
1830202,1528088522.036246,e,tcp,192.168.100.148,51870,192.168.100.7,80,8,2212,RST,1528088529.484692,107,7.448446,0.01829,0.017776,,,0.036581,0.000515,0.036066,,,,,5,3,882,1330,0.939793,0.537025,0.268512,1,DoS,HTTP
1830203,1528088522.036704,e,tcp,192.168.100.148,51872,192.168.100.7,80,8,2205,RST,1528088529.484692,108,7.447988,0.016945,0.016739,,,0.03389,0.000206,0.033684,,,,,5,3,875,1330,0.939851,0.537058,0.268529,1,DoS,HTTP
1830204,1528088522.037595,e,tcp,192.168.100.148,51874,192.168.100.7,80,8,2116,RST,1528088529.48469,109,7.447095,0.017518,0.017123,,,0.035035,0.000394,0.034641,,,,,5,3,786,1330,0.939964,0.537122,0.268561,1,DoS,HTTP
1830205,1528088522.037931,e,tcp,192.168.100.148,51876,192.168.100.7,80,8,2056,RST,1528088529.484724,110,7.446793,0.018226,0.018003,,,0.036451,0.000222,0.036229,,,,,5,3,726,1330,0.940002,0.537144,0.268572,1,DoS,HTTP
1830206,1528088522.038299,e,tcp,192.168.100.148,51878,192.168.100.7,80,8,2093,RST,1528088529.484721,111,7.446422,0.016248,0.015753,,,0.032496,0.000495,0.032001,,,,,5,3,763,1330,0.940049,0.537171,0.268585,1,DoS,HTTP
1830207,1528088522.038733,e,tcp,192.168.100.148,51880,192.168.100.7,80,8,2244,RST,1528088529.484722,112,7.445989,0.015741,0.015185,,,0.031482,0.000556,0.030926,,,,,5,3,914,1330,0.940103,0.537202,0.268601,1,DoS,HTTP
1830208,1528088522.039232,e,tcp,192.168.100.148,51882,192.168.100.7,80,8,2276,RST,1528088529.484747,113,7.445515,0.018049,0.017661,,,0.036097,0.000388,0.035709,,,,,5,3,946,1330,0.940163,0.537236,0.268618,1,DoS,HTTP
1830209,1528088522.039562,e,tcp,192.168.100.148,51884,192.168.100.7,80,8,2013,RST,1528088529.484745,114,7.445183,0.016261,0.015894,,,0.032521,0.000367,0.032154,,,,,5,3,683,1330,0.940205,0.53726,0.26863,1,DoS,HTTP
1830210,1528088522.039875,e,tcp,192.168.100.148,51886,192.168.100.7,80,8,1998,RST,1528088529.484771,115,7.444896,0.016533,0.016184,,,0.033066,0.000349,0.032717,,,,,5,3,668,1330,0.940241,0.537281,0.26864,1,DoS,HTTP
1830211,1528088522.040164,e,tcp,192.168.100.148,51888,192.168.100.7,80,8,2045,RST,1528088529.484772,116,7.444608,0.018423,0.017975,,,0.036846,0.000448,0.036398,,,,,5,3,715,1330,0.940278,0.537302,0.268651,1,DoS,HTTP
1830212,1528088522.040551,e,tcp,192.168.100.148,51890,192.168.100.7,80,8,2166,RST,1528088529.484882,117,7.444331,0.018039,0.017657,,,0.036077,0.000381,0.035696,,,,,5,3,836,1330,0.940313,0.537322,0.268661,1,DoS,HTTP
1830213,1528088522.040877,e,tcp,192.168.100.148,51892,192.168.100.7,80,8,2022,RST,1528088529.484886,118,7.444009,0.016085,0.015811,,,0.03217,0.000274,0.031896,,,,,5,3,692,1330,0.940354,0.537345,0.268672,1,DoS,HTTP
1830214,1528088522.041173,e,tcp,192.168.100.148,51894,192.168.100.7,80,8,2034,RST,1528088529.484883,119,7.44371,0.017028,0.016578,,,0.034055,0.000449,0.033606,,,,,5,3,704,1330,0.940391,0.537366,0.268683,1,DoS,HTTP
1830215,1528088522.041567,e,tcp,192.168.100.148,51896,192.168.100.7,80,8,2181,RST,1528088529.484884,120,7.443317,0.015992,0.015476,,,0.031985,0.000517,0.031468,,,,,5,3,851,1330,0.940441,0.537395,0.268697,1,DoS,HTTP
1830216,1528088522.042028,e,tcp,192.168.100.148,51898,192.168.100.7,80,8,2095,RST,1528088529.484887,121,7.442859,0.017985,0.01759,,,0.035971,0.000396,0.035575,,,,,5,3,765,1330,0.940499,0.537428,0.268714,1,DoS,HTTP
1830217,1528088522.042365,e,tcp,192.168.100.148,51900,192.168.100.7,80,8,2073,RST,1528088529.484885,122,7.44252,0.016271,0.015765,,,0.032542,0.000506,0.032036,,,,,5,3,743,1330,0.940542,0.537452,0.268726,1,DoS,HTTP
1830218,1528088522.042804,e,tcp,192.168.100.148,51902,192.168.100.7,80,8,2236,RST,1528088529.484888,123,7.442084,0.016798,0.016421,,,0.033596,0.000377,0.033219,,,,,5,3,906,1330,0.940597,0.537484,0.268742,1,DoS,HTTP
1830219,1528088522.043123,e,tcp,192.168.100.148,51904,192.168.100.7,80,8,2070,RST,1528088529.484888,124,7.441765,0.016071,0.015554,,,0.032142,0.000517,0.031625,,,,,5,3,740,1330,0.940637,0.537507,0.268753,1,DoS,HTTP
1830220,1528088522.043581,e,tcp,192.168.100.148,51906,192.168.100.7,80,8,2253,RST,1528088529.484938,125,7.441357,0.018624,0.018197,,,0.037247,0.000426,0.036821,,,,,5,3,923,1330,0.940689,0.537536,0.268768,1,DoS,HTTP
1830221,1528088522.043955,e,tcp,192.168.100.148,51908,192.168.100.7,80,8,2111,RST,1528088529.484942,126,7.440987,0.017423,0.017065,,,0.034845,0.000358,0.034487,,,,,5,3,781,1330,0.940735,0.537563,0.268782,1,DoS,HTTP
1830222,1528088522.044251,e,tcp,192.168.100.148,51910,192.168.100.7,80,8,2043,RST,1528088529.484939,127,7.440688,0.019109,0.017586,,,0.038217,0.001522,0.036695,,,,,5,3,713,1330,0.940773,0.537585,0.268792,1,DoS,HTTP
1830223,1528088522.046099,e,tcp,192.168.100.148,51912,192.168.100.7,80,8,1972,RST,1528088529.48494,128,7.438841,0.015728,0.015542,,,0.031457,0.000187,0.03127,,,,,5,3,642,1330,0.941007,0.537718,0.268859,1,DoS,HTTP
1830224,1528088522.046632,e,tcp,192.168.100.148,51914,192.168.100.7,80,8,2189,RST,1528088529.484943,129,7.438311,0.017406,0.016671,,,0.034812,0.000735,0.034077,,,,,5,3,859,1330,0.941074,0.537757,0.268878,1,DoS,HTTP
1830225,1528088522.047318,e,tcp,192.168.100.148,51916,192.168.100.7,80,8,2156,RST,1528088529.484941,130,7.437623,0.017453,0.017142,,,0.034906,0.000311,0.034595,,,,,5,3,826,1330,0.941161,0.537806,0.268903,1,DoS,HTTP
1830226,1528088522.047747,e,tcp,192.168.100.148,51918,192.168.100.7,80,8,1980,RST,1528088529.484996,131,7.437249,0.016647,0.016429,,,0.033294,0.000218,0.033076,,,,,5,3,650,1330,0.941208,0.537833,0.268917,1,DoS,HTTP
1830227,1528088522.048189,e,tcp,192.168.100.148,51920,192.168.100.7,80,8,2026,RST,1528088529.484997,132,7.436808,0.016027,0.015848,,,0.032054,0.000179,0.031875,,,,,5,3,696,1330,0.941264,0.537865,0.268933,1,DoS,HTTP
1830228,1528088522.048553,e,tcp,192.168.100.148,51922,192.168.100.7,80,8,2029,RST,1528088529.484994,133,7.436441,0.018276,0.017813,,,0.036552,0.000463,0.036089,,,,,5,3,699,1330,0.941311,0.537892,0.268946,1,DoS,HTTP
1830229,1528088522.048963,e,tcp,192.168.100.148,51924,192.168.100.7,80,8,2043,RST,1528088529.484999,134,7.436036,0.01684,0.016649,,,0.033679,0.000191,0.033488,,,,,5,3,713,1330,0.941362,0.537921,0.268961,1,DoS,HTTP
1830230,1528088522.049491,e,tcp,192.168.100.148,51926,192.168.100.7,80,8,2117,RST,1528088529.484995,135,7.435504,0.020056,0.01992,,,0.040111,0.000135,0.039976,,,,,5,3,787,1330,0.941429,0.53796,0.26898,1,DoS,HTTP
1830231,1528088522.050012,e,tcp,192.168.100.148,51928,192.168.100.7,80,8,2175,RST,1528088529.485035,136,7.435023,0.020001,0.019854,,,0.040003,0.000148,0.039855,,,,,5,3,845,1330,0.94149,0.537994,0.268997,1,DoS,HTTP
1830232,1528088522.050544,e,tcp,192.168.100.148,51930,192.168.100.7,80,8,2168,RST,1528088529.485038,137,7.434494,0.019935,0.019809,,,0.03987,0.000126,0.039744,,,,,5,3,838,1330,0.941557,0.538033,0.269016,1,DoS,HTTP
1830233,1528088522.050867,e,tcp,192.168.100.148,51932,192.168.100.7,80,8,1956,RST,1528088529.485036,138,7.434169,0.019861,0.019739,,,0.039722,0.000122,0.0396,,,,,5,3,626,1330,0.941598,0.538056,0.269028,1,DoS,HTTP
1830234,1528088522.051295,e,tcp,192.168.100.148,51934,192.168.100.7,80,8,2059,RST,1528088529.485039,139,7.433744,0.019796,0.01967,,,0.039593,0.000127,0.039466,,,,,5,3,729,1330,0.941652,0.538087,0.269043,1,DoS,HTTP
1830235,1528088522.05193,e,tcp,192.168.100.148,51936,192.168.100.7,80,8,2186,RST,1528088529.485069,140,7.433139,0.019908,0.019458,,,0.039815,0.000449,0.039366,,,,,5,3,856,1330,0.941729,0.538131,0.269065,1,DoS,HTTP
1830236,1528088522.052343,e,tcp,192.168.100.148,51938,192.168.100.7,80,8,2025,RST,1528088529.485068,141,7.432725,0.019698,0.019544,,,0.039396,0.000154,0.039242,,,,,5,3,695,1330,0.941781,0.538161,0.26908,1,DoS,HTTP
1830237,1528088522.052777,e,tcp,192.168.100.148,51940,192.168.100.7,80,8,2101,RST,1528088529.48507,142,7.432293,0.019623,0.019501,,,0.039246,0.000122,0.039124,,,,,5,3,771,1330,0.941836,0.538192,0.269096,1,DoS,HTTP
1830238,1528088522.053329,e,tcp,192.168.100.148,51942,192.168.100.7,80,8,2176,RST,1528088529.485091,143,7.431762,0.019579,0.019451,,,0.039159,0.000129,0.03903,,,,,5,3,846,1330,0.941903,0.53823,0.269115,1,DoS,HTTP
1830239,1528088522.053963,e,tcp,192.168.100.148,51944,192.168.100.7,80,8,2272,RST,1528088529.485092,144,7.431129,0.019521,0.019368,,,0.039042,0.000153,0.038889,,,,,5,3,942,1330,0.941983,0.538276,0.269138,1,DoS,HTTP
1830240,1528088522.054374,e,tcp,192.168.100.148,51946,192.168.100.7,80,8,2062,RST,1528088529.485123,145,7.430749,0.019455,0.01932,,,0.038911,0.000135,0.038776,,,,,5,3,732,1330,0.942032,0.538304,0.269152,1,DoS,HTTP
1830241,1528088522.054793,e,tcp,192.168.100.148,51948,192.168.100.7,80,8,2133,RST,1528088529.485121,146,7.430328,0.019398,0.019277,,,0.038796,0.000121,0.038675,,,,,5,3,803,1330,0.942085,0.538334,0.269167,1,DoS,HTTP
1830242,1528088522.055099,e,tcp,192.168.100.148,51950,192.168.100.7,80,8,1994,RST,1528088529.485147,147,7.430048,0.019339,0.019218,,,0.038679,0.000121,0.038558,,,,,5,3,664,1330,0.94212,0.538355,0.269177,1,DoS,HTTP
1830243,1528088522.055634,e,tcp,192.168.100.148,51952,192.168.100.7,80,8,2197,RST,1528088529.485148,148,7.429514,0.019275,0.019154,,,0.03855,0.000121,0.038429,,,,,5,3,867,1330,0.942188,0.538393,0.269197,1,DoS,HTTP
1830244,1528088522.055994,e,tcp,192.168.100.148,51954,192.168.100.7,80,8,2016,RST,1528088529.485176,149,7.429182,0.019232,0.019107,,,0.038463,0.000125,0.038338,,,,,5,3,686,1330,0.94223,0.538417,0.269209,1,DoS,HTTP
1830245,1528088522.056415,e,tcp,192.168.100.148,51956,192.168.100.7,80,8,2149,RST,1528088529.485178,150,7.428763,0.019168,0.019047,,,0.038335,0.000121,0.038214,,,,,5,3,819,1330,0.942283,0.538448,0.269224,1,DoS,HTTP
1830246,1528088522.056831,e,tcp,192.168.100.148,51958,192.168.100.7,80,8,2052,RST,1528088529.485201,151,7.42837,0.019139,0.018976,,,0.038277,0.000162,0.038115,,,,,5,3,722,1330,0.942333,0.538476,0.269238,1,DoS,HTTP
1830247,1528088522.057197,e s,tcp,192.168.100.148,51960,192.168.100.7,80,9,2418,RST,1528088529.485202,152,7.428005,0.121316,0.083327,,,0.242632,0.037989,0.204643,,,,,6,3,1088,1330,1.077005,0.673128,0.269251,1,DoS,HTTP
1830248,1528088522.057523,e s,tcp,192.168.100.148,51962,192.168.100.7,80,12,3617,RST,1528088529.48523,153,7.427707,0.85307,0.815302,,,1.706141,0.037768,1.668373,,,,,9,3,2287,1330,1.480942,1.077048,0.269262,1,DoS,HTTP
1830249,1528088522.057996,e s,tcp,192.168.100.148,51964,192.168.100.7,80,10,2518,RST,1528088529.485229,154,7.427233,0.634905,0.597021,,,1.269809,0.037884,1.231925,,,,,7,3,1188,1330,1.211757,0.807838,0.269279,1,DoS,HTTP
1830250,1528088522.118793,e,tcp,192.168.100.149,45374,192.168.100.5,80,2,134,RST,1528088522.119132,155,0.000339,0.000339,0.0,,,0.000339,0.000339,0.000339,,,,,1,1,74,60,2949.852539,0.0,0.0,1,DoS,HTTP
1830251,1528088522.17423,e,tcp,192.168.100.150,51388,192.168.100.3,80,10,1455,RST,1528088529.150449,166,6.976219,0.965901,0.086882,,,1.931801,0.879019,1.052782,,,,,6,4,689,766,1.290097,0.716721,0.506463,1,DoS,HTTP
1830252,1528088522.174471,e,tcp,192.168.100.150,51390,192.168.100.3,80,10,1581,RST,1528088529.150421,167,6.97595,0.964513,0.915965,,,1.929027,0.048548,1.880479,,,,,6,4,815,766,1.290147,0.716748,0.430049,1,DoS,HTTP
1830253,1528088522.174817,e,tcp,192.168.100.150,51392,192.168.100.3,80,10,1717,RST,1528088529.150444,168,6.975627,0.964616,0.916022,,,1.929231,0.048594,1.880637,,,,,6,4,951,766,1.290207,0.716781,0.430069,1,DoS,HTTP
1830254,1528088522.175015,e,tcp,192.168.100.150,51394,192.168.100.3,80,8,1347,RST,1528088529.150474,169,6.975459,1.441311,1.441311,,,2.882623,0.0,2.882623,,,,,5,3,647,700,1.003518,0.573439,0.693813,1,DoS,HTTP
1830255,1528088522.175309,e,tcp,192.168.100.150,51396,192.168.100.3,80,8,1490,RST,1528088529.150445,170,6.975136,1.44145,1.44145,,,2.882901,0.0,2.882901,,,,,5,3,790,700,1.003565,0.573466,0.693746,1,DoS,HTTP
1830256,1528088522.17629,e,tcp,192.168.100.150,51398,192.168.100.3,80,8,1537,RST,1528088529.150475,171,6.974185,1.441261,1.441261,,,2.882522,0.0,2.882522,,,,,5,3,837,700,1.003702,0.573544,0.693837,1,DoS,HTTP
1830257,1528088522.176556,e,tcp,192.168.100.150,51400,192.168.100.3,80,8,1408,RST,1528088529.150476,172,6.97392,1.443523,1.443523,,,2.887046,0.0,2.887046,,,,,5,3,708,700,1.00374,0.573566,0.69275,1,DoS,HTTP
1830258,1528088522.176853,e,tcp,192.168.100.150,51402,192.168.100.3,80,8,1543,RST,1528088529.150479,173,6.973626,1.942364,1.942364,,,3.884728,0.0,3.884728,,,,,5,3,843,700,1.003782,0.57359,0.514837,1,DoS,HTTP
1830259,1528088522.177162,e,tcp,192.168.100.150,51404,192.168.100.3,80,8,1477,RST,1528088529.15051,174,6.973348,1.946622,1.946622,,,3.893243,0.0,3.893243,,,,,5,3,777,700,1.003822,0.573613,0.513711,1,DoS,HTTP
1830260,1528088522.177503,e,tcp,192.168.100.150,51406,192.168.100.3,80,8,1627,RST,1528088529.150508,175,6.973005,1.945173,1.945173,,,3.890346,0.0,3.890346,,,,,5,3,927,700,1.003871,0.573641,0.514093,1,DoS,HTTP
1830261,1528088522.177775,e,tcp,192.168.100.150,51408,192.168.100.3,80,8,1465,RST,1528088529.15055,176,6.972775,1.945356,1.945356,,,3.890711,0.0,3.890711,,,,,5,3,765,700,1.003904,0.57366,0.514045,1,DoS,HTTP
1830262,1528088522.178014,e,tcp,192.168.100.150,51410,192.168.100.3,80,8,1425,RST,1528088529.150601,177,6.972587,1.945496,1.945496,,,3.890992,0.0,3.890992,,,,,5,3,725,700,1.003932,0.573675,0.514008,1,DoS,HTTP
1830263,1528088522.178318,e,tcp,192.168.100.150,51412,192.168.100.3,80,8,1581,RST,1528088529.150584,178,6.972266,1.945665,1.945665,,,3.891331,0.0,3.891331,,,,,5,3,881,700,1.003978,0.573702,0.513963,1,DoS,HTTP
1830264,1528088522.178701,e,tcp,192.168.100.150,51414,192.168.100.3,80,8,1657,RST,1528088529.150602,179,6.971901,1.945792,1.945792,,,3.891584,0.0,3.891584,,,,,5,3,957,700,1.00403,0.573732,0.51393,1,DoS,HTTP
1830265,1528088522.178981,e,tcp,192.168.100.150,51416,192.168.100.3,80,8,1452,RST,1528088529.150603,180,6.971622,1.946002,1.946002,,,3.892004,0.0,3.892004,,,,,5,3,752,700,1.004071,0.573755,0.513874,1,DoS,HTTP
1830266,1528088522.181268,e,tcp,192.168.100.150,51418,192.168.100.3,80,8,1369,RST,1528088529.15062,181,6.969352,2.445529,2.445529,,,4.891058,0.0,4.891058,,,,,5,3,669,700,1.004398,0.573941,0.408909,1,DoS,HTTP
1830267,1528088522.185426,e,tcp,192.168.100.150,51420,192.168.100.3,80,8,1421,RST,1528088529.150623,182,6.965197,2.443696,2.443696,,,4.887391,0.0,4.887391,,,,,5,3,721,700,1.004997,0.574284,0.409216,1,DoS,HTTP
1830268,1528088522.197984,e,tcp,192.168.100.150,51422,192.168.100.3,80,8,1406,RST,1528088529.150642,183,6.952658,2.43767,2.43767,,,4.875341,0.0,4.875341,,,,,5,3,706,700,1.006809,0.57532,0.410228,1,DoS,HTTP
1830269,1528088522.198403,e,tcp,192.168.100.150,51424,192.168.100.3,80,8,1611,RST,1528088529.150661,184,6.952258,2.437782,2.437782,,,4.875564,0.0,4.875564,,,,,5,3,911,700,1.006867,0.575353,0.410209,1,DoS,HTTP
1830270,1528088522.198677,e,tcp,192.168.100.150,51426,192.168.100.3,80,8,1369,RST,1528088529.15068,185,6.952003,2.437948,2.437948,,,4.875897,0.0,4.875897,,,,,5,3,669,700,1.006904,0.575374,0.410181,1,DoS,HTTP
1830271,1528088522.200865,e,tcp,192.168.100.150,51428,192.168.100.3,80,8,1464,RST,1528088529.150801,186,6.949936,2.441264,2.441264,,,4.882528,0.0,4.882528,,,,,5,3,764,700,1.007204,0.575545,0.409624,1,DoS,HTTP
1830272,1528088522.201128,e,tcp,192.168.100.150,51430,192.168.100.3,80,8,1422,RST,1528088529.150813,187,6.949685,2.437294,2.437294,,,4.874587,0.0,4.874587,,,,,5,3,722,700,1.00724,0.575566,0.410291,1,DoS,HTTP
1830273,1528088522.201404,e,tcp,192.168.100.150,51432,192.168.100.3,80,8,1384,RST,1528088529.150816,188,6.949412,2.437469,2.437469,,,4.874937,0.0,4.874937,,,,,5,3,684,700,1.00728,0.575588,0.410262,1,DoS,HTTP
1830274,1528088522.201719,e,tcp,192.168.100.150,51434,192.168.100.3,80,8,1448,RST,1528088529.150807,189,6.949088,2.441233,2.441233,,,4.882466,0.0,4.882466,,,,,5,3,748,700,1.007326,0.575615,0.409629,1,DoS,HTTP
1830275,1528088522.201966,e,tcp,192.168.100.150,51436,192.168.100.3,80,8,1420,RST,1528088529.150817,190,6.948851,2.441443,2.441443,,,4.882887,0.0,4.882887,,,,,5,3,720,700,1.007361,0.575635,0.409594,1,DoS,HTTP
1830276,1528088522.20234,e,tcp,192.168.100.150,51438,192.168.100.3,80,8,1542,RST,1528088529.150807,191,6.948467,2.441621,2.441621,,,4.883242,0.0,4.883242,,,,,5,3,842,700,1.007416,0.575667,0.409564,1,DoS,HTTP
1830277,1528088522.202611,e,tcp,192.168.100.150,51440,192.168.100.3,80,8,1399,RST,1528088529.150808,192,6.948197,2.441823,2.441823,,,4.883647,0.0,4.883647,,,,,5,3,699,700,1.007456,0.575689,0.40953,1,DoS,HTTP
1830278,1528088522.202921,e,tcp,192.168.100.150,51442,192.168.100.3,80,8,1478,RST,1528088529.150818,193,6.947897,2.442008,2.442008,,,4.884016,0.0,4.884016,,,,,5,3,778,700,1.007499,0.575714,0.409499,1,DoS,HTTP
1830279,1528088522.203249,e,tcp,192.168.100.150,51444,192.168.100.3,80,8,1443,RST,1528088529.150821,194,6.947572,2.444302,2.444302,,,4.888604,0.0,4.888604,,,,,5,3,743,700,1.007546,0.575741,0.409115,1,DoS,HTTP
1830280,1528088522.203596,e,tcp,192.168.100.150,51446,192.168.100.3,80,8,1496,RST,1528088529.150837,195,6.947241,2.444468,2.444468,,,4.888936,0.0,4.888936,,,,,5,3,796,700,1.007594,0.575768,0.409087,1,DoS,HTTP
1830281,1528088522.20402,e,tcp,192.168.100.150,51448,192.168.100.3,80,8,1544,RST,1528088529.150855,196,6.946835,2.444608,2.444608,,,4.889216,0.0,4.889216,,,,,5,3,844,700,1.007653,0.575802,0.409064,1,DoS,HTTP
1830282,1528088522.204286,e,tcp,192.168.100.150,51450,192.168.100.3,80,8,1401,RST,1528088529.150872,197,6.946586,0.531385,0.531294,,,1.06277,9.1e-05,1.062679,,,,,5,3,701,700,1.007689,0.575822,0.33991,1,DoS,HTTP
1830283,1528088522.204484,e,tcp,192.168.100.150,51452,192.168.100.3,80,8,1272,RST,1528088529.150889,198,6.946405,0.531177,0.531092,,,1.062354,8.5e-05,1.062269,,,,,5,3,572,700,1.007715,0.575837,0.339897,1,DoS,HTTP
1830284,1528088522.204894,e,tcp,192.168.100.150,51454,192.168.100.3,80,8,1592,RST,1528088529.150907,199,6.946013,0.530842,0.530762,,,1.061685,8.1e-05,1.061604,,,,,5,3,892,700,1.007772,0.57587,0.339881,1,DoS,HTTP
1830285,1528088522.205146,e,tcp,192.168.100.150,51456,192.168.100.3,80,8,1418,RST,1528088529.150923,200,6.945777,0.530524,0.530434,,,1.061049,9.1e-05,1.060958,,,,,5,3,718,700,1.007807,0.57589,0.339858,1,DoS,HTTP
1830286,1528088522.205399,e,tcp,192.168.100.150,51458,192.168.100.3,80,8,1391,RST,1528088529.150956,201,6.945557,0.530233,0.530148,,,1.060466,8.5e-05,1.060381,,,,,5,3,691,700,1.007838,0.575908,0.339837,1,DoS,HTTP
1830287,1528088522.205593,e,tcp,192.168.100.150,51460,192.168.100.3,80,8,1356,RST,1528088529.150974,202,6.945381,0.527185,0.527105,,,1.054371,8.1e-05,1.05429,,,,,5,3,656,700,1.007864,0.575922,0.339496,1,DoS,HTTP
1830288,1528088522.205844,e,tcp,192.168.100.150,51462,192.168.100.3,80,8,1426,RST,1528088529.150992,203,6.945148,0.527648,0.527568,,,1.055297,8.1e-05,1.055216,,,,,5,3,726,700,1.007898,0.575942,0.339562,1,DoS,HTTP
1830289,1528088522.206144,e,tcp,192.168.100.150,51464,192.168.100.3,80,8,1456,RST,1528088529.151008,204,6.944864,0.527267,0.527177,,,1.054534,9e-05,1.054444,,,,,5,3,756,700,1.007939,0.575965,0.339534,1,DoS,HTTP
